Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter
1675714209.066841,181,1675714209,66419601,,42.33886833333333,-71.08850166666666,40.9,327952.3694519278,4689513.916140166,19,T
1675714210.0652368,182,1675714210,64865827,,42.33886833333333,-71.08850166666666,40.9,327952.3694519278,4689513.916140166,19,T
1675714211.0672226,183,1675714211,66799402,,42.33886833333333,-71.08850166666666,40.9,327952.3694519278,4689513.916140166,19,T
1675714212.060757,184,1675714212,60227394,,42.33887333333334,-71.08850333333334,42.2,327952.24578546523,4689514.474724543,19,T
1675714213.1003978,185,1675714213,99966764,,42.33887333333334,-71.08850333333334,42.2,327952.24578546523,4689514.474724543,19,T
1675714214.0664465,186,1675714214,66047906,,42.33887333333334,-71.08850333333334,42.2,327952.24578546523,4689514.474724543,19,T
1675714215.0728261,187,1675714215,72496175,,42.33887333333334,-71.08850333333334,42.2,327952.24578546523,4689514.474724543,19,T
1675714216.0690882,188,1675714216,68660974,,42.33887333333334,-71.08850333333334,42.2,327952.24578546523,4689514.474724543,19,T
1675714217.0736604,189,1675714217,73253393,,42.33887333333334,-71.08850333333334,42.2,327952.24578546523,4689514.474724543,19,T
1675714218.0718997,190,1675714218,71501493,,42.33887333333334,-71.08850333333334,42.2,327952.24578546523,4689514.474724543,19,T
1675714219.07227,191,1675714219,71789979,,42.33887333333334,-71.08850333333334,42.2,327952.24578546523,4689514.474724543,19,T
1675714220.073119,192,1675714220,72682142,,42.33887333333334,-71.08850333333334,42.2,327952.24578546523,4689514.474724543,19,T
1675714221.077565,193,1675714221,77111244,,42.33887333333334,-71.08850333333334,42.2,327952.24578546523,4689514.474724543,19,T
1675714222.0769258,194,1675714222,76475381,,42.33887333333334,-71.08850333333334,42.2,327952.24578546523,4689514.474724543,19,T
1675714223.0775883,195,1675714223,77234745,,42.33887333333334,-71.088505,42.2,327952.10848224215,4689514.478096901,19,T
1675714224.0757213,196,1675714224,75333356,,42.33887333333334,-71.088505,42.2,327952.10848224215,4689514.478096901,19,T
1675714225.0782082,197,1675714225,77666521,,42.33887333333334,-71.088505,42.2,327952.10848224215,4689514.478096901,19,T
1675714226.077729,198,1675714226,77339887,,42.33887333333334,-71.088505,42.3,327952.10848224215,4689514.478096901,19,T
1675714227.0780954,199,1675714227,77752590,,42.33887333333334,-71.088505,42.3,327952.10848224215,4689514.478096901,19,T
1675714228.0782616,200,1675714228,77880620,,42.33887333333334,-71.088505,42.3,327952.10848224215,4689514.478096901,19,T
1675714229.07727,201,1675714229,76788425,,42.33887333333334,-71.088505,42.3,327952.10848224215,4689514.478096901,19,T
1675714230.0809925,202,1675714230,80552816,,42.33887333333334,-71.088505,42.2,327952.10848224215,4689514.478096901,19,T
1675714231.0808733,203,1675714231,80350399,,42.33887333333334,-71.088505,42.2,327952.10848224215,4689514.478096901,19,T
1675714232.0803697,204,1675714232,79984664,,42.33887333333334,-71.088505,42.2,327952.10848224215,4689514.478096901,19,T
1675714233.0810251,205,1675714233,80575227,,42.33887333333334,-71.088505,42.2,327952.10848224215,4689514.478096901,19,T
1675714234.0804174,206,1675714234,79787731,,42.33887333333334,-71.088505,42.2,327952.10848224215,4689514.478096901,19,T
1675714235.075016,207,1675714235,74490785,,42.33887500000001,-71.08850666666667,43.2,327951.9757246143,4689514.666539937,19,T
1675714236.0781045,208,1675714236,77743530,,42.33887333333334,-71.08850666666667,43.2,327951.9711790149,4689514.481469263,19,T
1675714237.1116655,209,1675714237,111222028,,42.33887333333334,-71.08850666666667,43.2,327951.9711790149,4689514.481469263,19,T
1675714238.0827053,210,1675714238,82235336,,42.33887333333334,-71.08850666666667,43.2,327951.9711790149,4689514.481469263,19,T
1675714239.080287,211,1675714239,79849243,,42.33887333333334,-71.08850666666667,43.1,327951.9711790149,4689514.481469263,19,T
1675714240.0809684,212,1675714240,80419778,,42.33887333333334,-71.08850666666667,43.1,327951.9711790149,4689514.481469263,19,T
1675714241.0812573,213,1675714241,80849885,,42.33887333333334,-71.08850666666667,43.1,327951.9711790149,4689514.481469263,19,T
1675714242.0825877,214,1675714242,82170486,,42.33887333333334,-71.08850666666667,43.1,327951.9711790149,4689514.481469263,19,T
